player_name,team,bio_stat,positions,traits,liga_25_stats,season_performance
Bruno Gaspar,Vitoria de Guimaraes,"176 cmHeight76Shirt31 yearsApr 21, 1993RightPreferred footAngolaCountry€550KMarket value","PositionPrimaryRight MidfielderOthersRight-back, Left MidfielderRBRMLM",Touches72%Shot attempts22%Goals50%Chances created63%Aerial duels won50%Defensive actions30%,0Goals0Assists4Started4Matches332Minutes played7.04Rating1Yellow cards0Red cards,Season performanceMinutes played: 332TotalPer 90ShootingRankGoals0Expected goals (xG)0.09xG on target (xGOT)0.08Non-penalty xG0.09Shots2Shots on target1PassingAssists0Expected assists (xA)0.28Successful passes112Pass accuracy78.9%Accurate long balls2Long ball accuracy13.3%Chances created4Successful crosses5Cross accuracy45.5%PossessionTouches239Touches in opposition box8Dispossessed0Fouls won5DefendingTackles won4Tackles won %66.7%Duels won12Duels won %54.5%Aerial duels won2Aerial duels won %40.0%Interceptions1Blocked1Fouls committed5Recoveries13Possession won final 3rd1Dribbled past1DisciplineYellow cards1Red cards0
Andre Luiz,Estrela da Amadora,"185 cmHeight7Shirt22 yearsFeb 23, 2002RightPreferred footBrazilCountry€350KMarket value","PositionPrimaryStrikerOthersRight Midfielder, Central Midfielder, Right Winger, Left WingerRMCMRWSTLW",Touches93%Shot attempts72%Goals21%Chances created18%Aerial duels won25%Defensive actions43%,0Goals0Assists4Started4Matches317Minutes played6.85Rating1Yellow cards0Red cards,Season performanceMinutes played: 317TotalPer 90ShootingRankGoals0Expected goals (xG)0.71xG on target (xGOT)0.70Non-penalty xG0.71Shots9Shots on target4PassingAssists0Expected assists (xA)0.20Successful passes62Pass accuracy79.5%Accurate long balls3Long ball accuracy50.0%Chances created2Successful crosses1Cross accuracy14.3%PossessionSuccessful dribbles7Dribble success58.3%Touches163Touches in opposition box8Dispossessed4Fouls won11DefendingTackles won2Tackles won %28.6%Duels won25Duels won %59.5%Interceptions2Blocked1Recoveries20Possession won final 3rd1Dribbled past6DisciplineYellow cards1Red cards0
Jesus Ramirez,Vitoria de Guimaraes,"187 cmHeight9Shirt26 yearsMay 4, 1998LeftPreferred footVenezuelaCountry€1MMarket value",PositionPrimaryStrikerST,,1Goals1Assists2Started4Matches169Minutes played6.93Rating0Yellow cards0Red cards,Season performanceMinutes played: 169TotalPer 90ShootingRankGoals1Expected goals (xG)1.29xG on target (xGOT)1.69Non-penalty xG1.29Shots9Shots on target4PassingAssists1Expected assists (xA)0.57Successful passes12Pass accuracy66.7%Chances created1PossessionTouches58Touches in opposition box11Dispossessed2Fouls won6DefendingTackles won3Tackles won %100.0%Duels won18Duels won %60.0%Aerial duels won9Aerial duels won %60.0%Blocked2Fouls committed3Recoveries7Possession won final 3rd2DisciplineYellow cards0Red cards0
Joao Mário,Beşiktaş,"179 cmHeight31 yearsJan 19, 1993RightPreferred footPortugalCountry€4MMarket value","PositionPrimaryLeft WingerOthersDefensive Midfielder, Central Midfielder, Right WingerDMCMRWLW",Touches99%Shot attempts18%Goals40%Chances created58%Aerial duels won24%Defensive actions57%,0Goals0Assists2Started2Matches155Minutes played6.92Rating1Yellow cards0Red cards,Season performanceMinutes played: 155TotalPer 90ShootingRankGoals0Expected goals (xG)0.08xG on target (xGOT)0.14Non-penalty xG0.08Shots3Shots on target2PassingAssists0Expected assists (xA)0.59Successful passes80Pass accuracy87.0%Accurate long balls4Long ball accuracy80.0%Chances created5Successful crosses3Cross accuracy30.0%PossessionTouches127Touches in opposition box4Dispossessed4Fouls won2DefendingTackles won2Tackles won %66.7%Duels won5Duels won %38.5%Blocked1Fouls committed1Recoveries6Possession won final 3rd4DisciplineYellow cards1Red cards0
Nico Mantl,Arouca,"193 cmHeight58Shirt24 yearsFeb 6, 2000RightPreferred footGermanyCountry€1.1MMarket value",PositionPrimaryKeeperGK,Long ball accuracy95%Clean sheet26%High claim94%Sweeper85%Goals conceded62%Save percentage88%,1Clean sheets5Goals conceded0/2Saved penalties6.84Rating4Matches360Minutes played2Yellow cards0Red cards,Season performanceTotalPer 90GoalkeepingRankSaves11Save percentage68.8%Goals conceded5Goals prevented1.19Clean sheets1Penalties faced2Penalty goals conceded2Penalty saves0Error led to goal0Acted as sweeper6High claim3DistributionPass accuracy78.6%Accurate long balls16Long ball accuracy43.2%DisciplineYellow cards2Red cards0
Pedro Gomes,Boavista,"185 cmHeight15Shirt21 yearsJun 4, 2003RightPreferred footPortugalCountry",PositionPrimaryRight-backRB,,0Goals0Assists4Started4Matches315Minutes played7.01Rating1Yellow cards0Red cards,Season performanceMinutes played: 315TotalPer 90ShootingRankGoals0Expected goals (xG)0.33Non-penalty xG0.33Shots1PassingAssists0Expected assists (xA)0.01Successful passes56Pass accuracy77.8%Accurate long balls1Long ball accuracy12.5%PossessionSuccessful dribbles1Dribble success50.0%Touches146Touches in opposition box1Dispossessed1Fouls won1DefendingTackles won9Tackles won %81.8%Duels won15Duels won %53.6%Aerial duels won2Aerial duels won %33.3%Interceptions2Fouls committed3Recoveries7Dribbled past5DisciplineYellow cards1Red cards0
Pepe,FC Porto,"175 cmHeight11Shirt27 yearsFeb 24, 1997RightPreferred footBrazilCountry€25MMarket value","PositionPrimaryAttacking MidfielderOthersRight Midfielder, Left Midfielder, Left Winger, StrikerRMLMAMLWST",Touches77%Shot attempts29%Goals26%Chances created65%Aerial duels won52%Defensive actions18%,0Goals0Assists2Started4Matches210Minutes played6.77Rating0Yellow cards0Red cards,Season performanceMinutes played: 210TotalPer 90ShootingRankGoals0Expected goals (xG)0.70xG on target (xGOT)1.11Non-penalty xG0.70Shots3Shots on target2PassingAssists0Expected assists (xA)0.54Successful passes60Pass accuracy84.5%Accurate long balls3Long ball accuracy75.0%Chances created7Successful crosses1Cross accuracy25.0%PossessionTouches103Touches in opposition box6Dispossessed2Fouls won3DefendingTackles won3Tackles won %100.0%Duels won8Duels won %57.1%Aerial duels won2Aerial duels won %66.7%Interceptions2Fouls committed1Recoveries10Possession won final 3rd4Dribbled past1DisciplineYellow cards0Red cards0
Nilton Varela,Estrela da Amadora,"182 cmHeight25Shirt23 yearsMay 25, 2001LeftPreferred footPortugalCountry€750KMarket value",PositionPrimaryLeft-backOthersLeft MidfielderLBLM,Touches61%Shot attempts20%Goals0%Chances created14%Aerial duels won68%Defensive actions78%,0Goals1Assists4Started4Matches332Minutes played6.90Rating0Yellow cards0Red cards,Season performanceMinutes played: 332TotalPer 90ShootingRankGoals0Expected goals (xG)0.02Non-penalty xG0.02Shots1PassingAssists1Expected assists (xA)0.14Successful passes98Pass accuracy71.5%Accurate long balls6Long ball accuracy31.6%Chances created1Successful crosses2Cross accuracy28.6%PossessionSuccessful dribbles3Dribble success33.3%Touches230Touches in opposition box1Dispossessed1Fouls won4DefendingTackles won7Tackles won %63.6%Duels won20Duels won %54.1%Aerial duels won2Aerial duels won %33.3%Interceptions1Blocked1Fouls committed3Recoveries12Dribbled past3DisciplineYellow cards0Red cards0
Vinicius,Santa Clara,"180 cmHeight70Shirt25 yearsMay 7, 1999RightPreferred footBrazilCountry€500KMarket value",PositionPrimaryRight WingerRW,,1Goals1Assists4Started4Matches263Minutes played6.96Rating2Yellow cards0Red cards,Season performanceMinutes played: 263TotalPer 90ShootingRankGoals1Expected goals (xG)0.50xG on target (xGOT)0.59Non-penalty xG0.50Shots5Shots on target1PassingAssists1Expected assists (xA)0.53Successful passes29Pass accuracy80.6%Chances created2PossessionSuccessful dribbles3Dribble success50.0%Touches97Touches in opposition box11Dispossessed7Fouls won6DefendingTackles won4Tackles won %57.1%Duels won19Duels won %44.2%Aerial duels won3Aerial duels won %42.9%Interceptions2Blocked2Fouls committed9Recoveries10Possession won final 3rd1Dribbled past2DisciplineYellow cards2Red cards0
Jeremy Antonisse,Moreirense,"180 cmHeight10Shirt22 yearsMar 29, 2002RightPreferred footCUWCountry€320KMarket value",PositionPrimaryLeft WingerLW,Touches62%Shot attempts81%Goals0%Chances created82%Aerial duels won76%Defensive actions99%,0Goals0Assists4Started4Matches222Minutes played6.74Rating0Yellow cards0Red cards,Season performanceMinutes played: 222TotalPer 90ShootingRankGoals0Expected goals (xG)0.77xG on target (xGOT)0.30Non-penalty xG0.77Shots6Shots on target2PassingAssists0Expected assists (xA)0.68Successful passes47Pass accuracy92.2%Accurate long balls1Long ball accuracy100.0%Chances created4PossessionSuccessful dribbles2Dribble success40.0%Touches96Touches in opposition box11Dispossessed1Fouls won2DefendingTackles won2Tackles won %50.0%Duels won11Duels won %47.8%Aerial duels won3Aerial duels won %42.9%Interceptions1Blocked2Fouls committed3Recoveries11Possession won final 3rd2Dribbled past1DisciplineYellow cards0Red cards0
Sopuruchukwu Onyemaechi,Boavista,"183 cmHeight70Shirt25 yearsApr 3, 1999LeftPreferred footNigeriaCountry€3.5MMarket value","PositionPrimaryLeft-backOthersCenter-back, Left Wing-Back, Left Midfielder, Left WingerCBLBLWBLMLW",Touches13%Shot attempts23%Goals0%Chances created45%Aerial duels won52%Defensive actions53%,0Goals0Assists3Started4Matches306Minutes played6.75Rating0Yellow cards0Red cards,Season performanceMinutes played: 306TotalPer 90ShootingRankGoals0Expected goals (xG)0.06xG on target (xGOT)0.18Non-penalty xG0.06Shots1Shots on target1PassingAssists0Expected assists (xA)0.08Successful passes69Pass accuracy73.4%Accurate long balls5Long ball accuracy27.8%Chances created2Successful crosses3Cross accuracy42.9%PossessionSuccessful dribbles2Dribble success50.0%Touches154Touches in opposition box3Dispossessed2Fouls won2DefendingTackles won2Tackles won %50.0%Duels won14Duels won %51.9%Aerial duels won6Aerial duels won %54.5%Interceptions2Fouls committed2Recoveries12Dribbled past2DisciplineYellow cards0Red cards0
Sikou Niakaté,Braga,"186 cmHeight4Shirt25 yearsJul 10, 1999LeftPreferred footMaliCountry€4.5MMarket value",PositionPrimaryCenter-backCB,Touches44%Shot attempts38%Goals39%Chances created20%Aerial duels won49%Defensive actions6%,0Goals0Assists1Started1Matches90Minutes played6.86Rating0Yellow cards0Red cards,Season performanceMinutes played: 90TotalPer 90ShootingRankGoals0Shots0PassingAssists0Expected assists (xA)0.27Successful passes63Pass accuracy94.0%Accurate long balls1Long ball accuracy50.0%Successful crosses1Cross accuracy100.0%PossessionTouches77Dispossessed0DefendingDuels won2Duels won %66.7%Interceptions1Recoveries2DisciplineYellow cards0Red cards0
Marcus Edwards,Sporting CP,"167 cmHeight10Shirt25 yearsDec 3, 1998LeftPreferred footEnglandCountry€26MMarket value",PositionPrimaryRight WingerOthersAttacking MidfielderAMRW,Touches82%Shot attempts67%Goals71%Chances created98%Aerial duels won2%Defensive actions3%,1Goals0Assists0Started3Matches37Minutes played6.85Rating0Yellow cards0Red cards,
Roberto Fernández,Braga,"183 cmHeight90Shirt22 yearsJul 3, 2002SpainCountry€660KMarket value",PositionPrimaryStrikerST,Touches20%Shot attempts62%Goals46%Chances created0%Aerial duels won77%Defensive actions15%,1Goals0Assists2Started4Matches177Minutes played6.58Rating0Yellow cards0Red cards,Season performanceMinutes played: 177TotalPer 90ShootingRankGoals1Expected goals (xG)0.67xG on target (xGOT)0.50Non-penalty xG0.67Shots5Shots on target1PassingAssists0Expected assists (xA)0.04Successful passes28Pass accuracy80.0%Accurate long balls1Long ball accuracy100.0%Chances created1PossessionSuccessful dribbles3Dribble success50.0%Touches63Touches in opposition box14Dispossessed2Fouls won2DefendingTackles won1Tackles won %50.0%Duels won12Duels won %48.0%Aerial duels won5Aerial duels won %55.6%Blocked2Fouls committed2Recoveries2Dribbled past2DisciplineYellow cards0Red cards0
Rochinha,Famalicao,"172 cmHeight10Shirt29 yearsMay 3, 1995RightPreferred footPortugalCountry€2MMarket value",PositionPrimaryLeft WingerLW,Touches51%Shot attempts27%Goals0%Chances created8%Aerial duels won47%Defensive actions61%,0Goals0Assists4Started4Matches278Minutes played6.66Rating0Yellow cards0Red cards,Season performanceMinutes played: 278TotalPer 90ShootingRankGoals0Expected goals (xG)0.20xG on target (xGOT)0.07Non-penalty xG0.20Shots5Shots on target2PassingAssists0Expected assists (xA)0.07Successful passes30Pass accuracy71.4%Accurate long balls3Long ball accuracy75.0%Chances created1Successful crosses2Cross accuracy13.3%PossessionSuccessful dribbles4Dribble success28.6%Touches116Touches in opposition box5Dispossessed4Fouls won4DefendingTackles won4Tackles won %80.0%Duels won15Duels won %41.7%Aerial duels won2Aerial duels won %40.0%Interceptions2Blocked1Fouls committed3Recoveries12Possession won final 3rd2Dribbled past1DisciplineYellow cards0Red cards0
Ricardinho,Santa Clara,"178 cmHeight10Shirt26 yearsSep 6, 1998RightPreferred footPortugalCountry€850KMarket value",PositionPrimaryLeft WingerLW,,2Goals0Assists0Started4Matches97Minutes played6.63Rating0Yellow cards0Red cards,
Ruben Fernandes,Gil Vicente,"186 cmHeight26Shirt38 yearsMay 6, 1986RightPreferred footPortugalCountry€150KMarket value",PositionPrimaryCenter-backCB,Touches67%Shot attempts28%Goals46%Chances created51%Aerial duels won44%Defensive actions24%,0Goals0Assists4Started4Matches345Minutes played6.82Rating0Yellow cards0Red cards,Season performanceMinutes played: 345TotalPer 90ShootingRankGoals0Expected goals (xG)0.18xG on target (xGOT)0.25Non-penalty xG0.18Shots3Shots on target2PassingAssists0Expected assists (xA)0.12Successful passes215Pass accuracy86.3%Accurate long balls13Long ball accuracy38.2%Successful crosses1Cross accuracy100.0%PossessionTouches290Touches in opposition box7Dispossessed0DefendingTackles won3Tackles won %75.0%Duels won8Duels won %72.7%Aerial duels won4Aerial duels won %80.0%Interceptions2Fouls committed2Recoveries8DisciplineYellow cards0Red cards0
Mikel Villanueva,Vitoria de Guimaraes,"190 cmHeight3Shirt31 yearsApr 14, 1993LeftPreferred footVenezuelaCountry€1.4MMarket value",PositionPrimaryCenter-backCB,Touches41%Shot attempts85%Goals0%Chances created0%Aerial duels won83%Defensive actions32%,0Goals0Assists2Started3Matches225Minutes played6.95Rating3Yellow cards0Red cards,Season performanceMinutes played: 225TotalPer 90ShootingRankGoals0Expected goals (xG)0.14Non-penalty xG0.14Shots1PassingAssists0Expected assists (xA)0.01Successful passes158Pass accuracy92.9%Accurate long balls15Long ball accuracy75.0%PossessionSuccessful dribbles1Dribble success100.0%Touches189Touches in opposition box1Dispossessed0DefendingTackles won2Tackles won %50.0%Duels won12Duels won %60.0%Aerial duels won7Aerial duels won %70.0%Blocked1Fouls committed3Recoveries11Dribbled past2DisciplineYellow cards3Red cards0
Leo Alaba,AVS Futebol SAD,"179 cmHeight22Shirt25 yearsJul 1, 1999RightPreferred footBrazilCountry€650KMarket value",PositionPrimaryRight-backRB,Touches28%Shot attempts77%Goals0%Chances created6%Aerial duels won92%Defensive actions84%,0Goals0Assists4Started4Matches335Minutes played6.54Rating1Yellow cards0Red cards,Season performanceMinutes played: 335TotalPer 90ShootingRankGoals0Expected goals (xG)0.10Non-penalty xG0.10Shots3PassingAssists0Expected assists (xA)0.06Successful passes102Pass accuracy73.4%Accurate long balls8Long ball accuracy36.4%PossessionSuccessful dribbles1Dribble success16.7%Touches252Touches in opposition box1Dispossessed4Fouls won3DefendingTackles won5Tackles won %83.3%Duels won17Duels won %47.2%Aerial duels won7Aerial duels won %87.5%Interceptions7Fouls committed3Recoveries22Possession won final 3rd2Dribbled past6DisciplineYellow cards1Red cards0
Jesus Castillo,Gil Vicente,"185 cmHeight6Shirt23 yearsJun 11, 2001RightPreferred footPeruCountry€800KMarket value",PositionPrimaryCentral MidfielderCM,Touches71%Shot attempts69%Goals84%Chances created18%Aerial duels won25%Defensive actions96%,0Goals0Assists1Started2Matches95Minutes played6.82Rating0Yellow cards0Red cards,Season performanceMinutes played: 95TotalPer 90ShootingRankGoals0Expected goals (xG)0.52xG on target (xGOT)0.33Non-penalty xG0.52Shots2Shots on target1PassingAssists0Expected assists (xA)0.53Successful passes23Pass accuracy92.0%Accurate long balls2Long ball accuracy100.0%Chances created2Successful crosses1Cross accuracy50.0%PossessionTouches49Touches in opposition box4Dispossessed0Fouls won1DefendingTackles won3Tackles won %60.0%Duels won6Duels won %60.0%Recoveries3Dribbled past2DisciplineYellow cards0Red cards0
Joel da Silva,Boavista,"185 cmHeight16Shirt21 yearsFeb 11, 2003PortugalCountry€110KMarket value",PositionPrimaryRight WingerRW,Touches32%Shot attempts10%Goals25%Chances created26%Aerial duels won80%Defensive actions98%,0Goals0Assists4Started4Matches360Minutes played6.84Rating1Yellow cards0Red cards,Season performanceMinutes played: 360TotalPer 90ShootingRankGoals0Expected goals (xG)0.21Non-penalty xG0.21Shots5PassingAssists0Expected assists (xA)0.08Successful passes69Pass accuracy79.3%Accurate long balls1Long ball accuracy25.0%Chances created2Successful crosses2Cross accuracy25.0%PossessionSuccessful dribbles2Dribble success40.0%Touches157Touches in opposition box5Dispossessed4Fouls won6Penalties awarded1DefendingTackles won9Tackles won %81.8%Duels won21Duels won %41.2%Aerial duels won2Aerial duels won %18.2%Interceptions4Blocked4Fouls committed3Recoveries18Possession won final 3rd2Dribbled past11DisciplineYellow cards1Red cards0
Aderllan Santos,Rio Ave,"192 cmHeight33Shirt35 yearsApr 9, 1989RightPreferred footBrazilCountry€250KMarket value",PositionPrimaryCenter-backCB,Touches64%Shot attempts58%Goals85%Chances created54%Aerial duels won79%Defensive actions99%,0Goals0Assists4Started4Matches335Minutes played7.08Rating1Yellow cards0Red cards,Season performanceMinutes played: 335TotalPer 90ShootingRankGoals0Expected goals (xG)0.10Non-penalty xG0.10Shots2PassingAssists0Expected assists (xA)0.01Successful passes128Pass accuracy88.9%Accurate long balls12Long ball accuracy66.7%PossessionTouches210Touches in opposition box4Dispossessed0Fouls won1DefendingTackles won7Tackles won %63.6%Duels won20Duels won %66.7%Aerial duels won8Aerial duels won %61.5%Interceptions7Blocked1Fouls committed5Recoveries19DisciplineYellow cards1Red cards0
